Site Number;Site Portfolio;Asset Status;State;City;Address;Latitude Decimal;Longitude Decimal;Anchor Tenant Name;Asset Source;Marketable Flag;Asset Class;Asset Type;Site Type;Constructed Date;Acquired Date;Tenant Ready Date;Non Marketable Reason;Site Created On Date;Building Height Asset;Total Height;Structure Height;Tower Extended Flag;Structure Type;Reinforcement Flag;Access Instructions;Building Height;Cliente 1;Cliente 2;Cliente 3;Cliente 4;Cliente 5;Cliente 6;Cliente 7;Cliente 8;Cliente 9;Cliente 10;Cliente 11;Cliente 12;Cliente 13;Cliente 14;Estacao
8184;A;Active;;Jacinto Machado;RUA IRMAOS TREVISOL,S/N,CENTRO;-7,49542164;-35,42112526;Oi;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:32;;;30;N;Self Support;N;Autorização CGS / CHAVE OI;;;;;;;;X;;;;;;;;431354553
8185;A;Active;;Joinville;AVENIDA JOÃO COLIN,1264,AMERICA;-7,55319977;-35,44918106;Oi;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:32;;;40;N;Self Support;N;Autorização Regional Oi/CGS;;;;;;;;X;;;;;X;X;;431354588
8186;C;Active;;Balneário Camboriú;R. 2051 ,S/N,Ariribá;-8,964728;-37,628611;Tim;Acquired;Y;Wireless;Tower;;;12/20/2016;20/12/2016;;27/12/2016 13:27;0;30;30;;Self Support;;;0;;;;;;;;;;;;X;;;431356408
8187;C;Active;;Jaraguá do Sul;Rua Pastor Albert Schneider,S/N,Barra do Rio Cerro;-8,78162379;-35,81599024;Telefonica Brasil S.A;Built;Y;Wireless;Tower;;11/30/2014;;30/11/2014;;19/10/2015 21:23;0;80;80;N;Self Support;N;;0;;;;;;;;;;;;;X;;431356670
8188;C;Active;;Otacílio Costa;AVENIDA OLINKRAFT ,S/N,CENTRO;-8,1178;-38,728499;Tim;Acquired;Y;Wireless;Tower;;;04/29/2015;29/04/2015;;19/10/2015 22:08;;;30;N;Self Support;N;;;;;;;;;;;;;;X;;;431356793
8189;C;Active;;Palhoça;RUA SERGIO BITTENCOURT,1224,PONTE DO IMARUIM;-8,10848127;-35,10667889;Tim;Acquired;Y;Wireless;Tower;;;04/29/2015;29/04/2015;;19/10/2015 22:08;;;60;N;Self Support;N;;;;;;;;;;;;;;X;;;431356815
8190;D;Active;;Palhoça;RUA IRACEMA WEINGARTINER,S/N,PACHECO;-8,11406186;-35,11205394;Telefonica Brasil S.A;Acquired;Y;Wireless;Tower;;;03/30/2012;30/03/2012;;19/10/2015 20:37;;;60;N;Self Support;Y;;;;;;;;;;;;;;;X;;431356840
8191;C;Active;;Palhoça;RUA CANINDE,S/N,PRAIA DO SONHO;-8,10959231;-35,21306858;Tim;Acquired;Y;Wireless;Tower;;;04/29/2015;29/04/2015;;19/10/2015 22:08;;;60;N;Self Support;N;;;;;;;;;;;;;;X;;;431356866
8192;C;Active;;Içara;RUA RIO GRANDE DO SUL,S/N,Centro;-8,11959191;-35,86724012;Tim;Acquired;Y;Wireless;Tower;;;04/29/2015;29/04/2015;;19/10/2015 22:21;;;40;N;Self Support;N;;;;X;;;;;;;;;;X;X;;431356882
8193;C;Active;;Palmitos;RUA ALMIRANTE BARROSO,663,CENTRO;-7,745;-35,230083;Tim;Acquired;Y;Wireless;Tower;;;12/16/2015;16/12/2015;;12/01/2016 13:22;;;60;;Self Support;;;;;;;;;;;;;;;X;;X;431357153
8194;D;Active;;Florianópolis;LOTEAMENTO AÇORES,60,ACORES;-7,74470112;-35,23097401;Telefonica Brasil S.A;Acquired;Y;Wireless;Tower;;;03/30/2012;30/03/2012;;19/10/2015 20:38;;;70;N;Self Support;N;;;;;;;;;;;;;;;X;;431357196
8195;E;Active;;Pouso Redondo;RUA JORJE LACERDA,36,CENTRO;-7,879346;-34,906258;Nextel;Acquired;Y;Wireless;Tower;;;12/06/2013;06/12/2013;;19/10/2015 20:53;0;60;60;N;Self Support;N;;0;;;;;;X;;;;;;;;;431357501
8196;C;Active;;Piratuba;RUA DA REPUBLICA,S/N,CENTRO;-7,99181401;-34,90278839;Oi;Built;Y;Wireless;Tower;;08/29/2008;;29/08/2008;;19/10/2015 19:57;0;41;41;N;Self Support;N;CADEADO SEGREDO 1822;0;;;;;;;X;;;;;;;;431357544
8197;D;Active;;Criciúma;RUA PEDRO HONORATO,S/N,QUARTA LINHA;-7,979214;-34,839478;Vivo;Acquired;Y;Rooftop;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:44;30;36;6;N;Mastil;N;E-MAIL;30;;;;;;;;;;;;;X;;431357684
8198;E;Active;;Joinville;RUA VISCONDE DE TAUNAY   ,235,CENTRO;-7,961617;-34,851602;Nextel;Acquired;Y;Wireless;Tower;;;12/06/2013;06/12/2013;;19/10/2015 20:53;0;50;50;N;Self Support;N;;0;;;;;;X;;;;;;;;;431358168
8199;B;Active;;Araquari;RODOVIA BR 101,S/N,POSTO SINUELO;-8,00542525;-34,85195469;Claro;Acquired;Y;Wireless;Tower;;;03/01/2011;01/03/2011;;19/10/2015 20:31;0;15;15;N;Monopole;N;CADEADO SEGREDO 8111;0;;;;;;;X;;;;;;;;431358460
8200;A;Active;;Joinville;RUA BAGE     ,S/N,SAO MARCOS;-8,00542525;-34,85195469;Tim;Built;Y;Wireless;Tower;;03/01/2011;;01/03/2011;;19/10/2015 21:53;;16;16;N;Monopole;N;;;;X;;;;;;;;;;X;;;431358486
8201;C;Active;;São José;AVENIDA PRESIDENTE KENNEDY  ,s/n,CAMPINAS;-7,96736946;-34,83751011;Tim;Acquired;Y;Wireless;Tower;;;04/29/2015;29/04/2015;;19/10/2015 22:08;;;42;N;Self Support;N;;;;X;;;;;X;;;;;X;;;431358516
8202;D;Active;;Brusque;RODOVIA JOAO HEIA,S/N,NOVA BRASILIA;-7,99531129;-34,85208246;Telefonica Brasil S.A;Acquired;Y;Wireless;Tower;;;03/30/2012;30/03/2012;;19/10/2015 20:38;;;40;N;Monopole;Y;;;;;;;;;;;;;;;X;;431358621
8203;E;Active;;Florianópolis;CAMPUS DA UFSC,S/N,TRINDADE;-8,00148631;-34,88077713;Oi;Acquired;Y;Wireless;Tower;;;11/29/2013;29/11/2013;;19/10/2015 20:50;;;50;N;Self Support;N;;;;;;;;;X;;;;;;;;431358680
8204;C;Active;;Içara;RUA ALTAMIRO GUIMARAES,S/N,CENTRO;-7,96734169;-34,83317674;Telefonica Brasil S.A;Built;N;Wireless;Tower;;12/22/2008;;22/12/2008;Embargoed;19/10/2015 19:54;0;51;51;N;Self Support;N;CADEADO SEGREDO 1822;0;;;;;;;;;;;;X;X;;436297752
8205;D;Active;;Lages;RUA  HUMBERTO DE CAMPOS,s/n,CORAL;-7,9912585;-34,84223239;Vivo;Acquired;Y;Rooftop;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:44;47;50;3;N;Mastil;N;E-MAIL / CARTA EM MÃOS;47;;;;;;X;;;;;;;X;;436297833
8206;B;Active;;Criciúma;AVENIDA GETULIO VARGAS,222,CENTRO;-8,00237083;-34,8673646;Claro;Acquired;Y;Wireless;Tower;;;03/01/2011;01/03/2011;;19/10/2015 20:31;0;40;40;N;Self Support;N;CADEADO SEGREDO 8115;0;;X;;;;;;;;;;X;;;436297850
8207;C;Active;;Florianópolis;RUA ARACY VAZ CALLADO,534,ESTREITO;-7,96736944;-34,86584366;Tim;Acquired;Y;Wireless;Tower;;;04/29/2015;29/04/2015;;19/10/2015 22:21;;;30;N;Self Support;N;;;;X;;;;X;X;;;;;X;X;;436298090
8208;D;Active;;Florianópolis;RUA PROFESSOR MILTON ROQUE RAMOS KRIEGER,S/N,TRINDADE;-8,01736692;-34,9546388;Telefonica Brasil S.A;Acquired;Y;Wireless;Tower;;;03/30/2012;30/03/2012;;19/10/2015 20:38;;;40;N;Monopole;N;;;;;;;;;;;;;;X;X;;441631398
8209;E;Active;;Florianópolis;RODOVIA MANOEL MENEZES ,2031,Barra da Lagoa;-7,99316405;-34,85947696;Oi;Acquired;Y;Wireless;Tower;;;11/29/2013;29/11/2013;;19/10/2015 20:50;;;40;N;Self Support;N;CADEADO MULTLOCK PADRÃO ATC.;;;;;;;;X;;;;;;;;441631410
8210;D;Active;;São José;RUA SAO FRANCISCO,S/N,AREIAS;-8,03320319;-34,8700104;Vivo;Acquired;Y;Rooftop;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:44;42;45;3;N;Mastil;N;E-MAIL / CARTA EM MÃOS;42;;;;;;;;;;;;;X;;441631436
8211;C;Active;;Canelinha;RUA HAVELINA BASTOS,S/N,CENTRO;-7,98320284;-34,91278846;Tim;Acquired;Y;Wireless;Tower;;;04/29/2015;29/04/2015;;19/10/2015 22:08;;;60;N;Self Support;N;;;;;;;;;;;;;;X;;;442400675
8212;D;Active;;Criciúma;RUA  GONCALVES LEDO ,130,CENTRO;-7,96875836;-34,83889901;Telefonica Brasil S.A;Acquired;Y;Wireless;Tower;;;06/30/2012;30/06/2012;;19/10/2015 20:44;;;40;N;Self Support;N;;;;;;;;X;;;;;;;X;;442400730
8213;E;Active;;Governador Celso Ramos;ESTRADA GERAL DE PALMAS ,S/N,CENTRO;-8,00542523;-34,88362159;Tim;Acquired;Y;Wireless;Tower;;;11/29/2013;29/11/2013;;19/10/2015 20:50;;;50;N;Self Support;N;Multlock Padrão ATC;;;;;;;;;;;;;X;;;442400748
8214;D;Active;;Joinville;RUA OTTO PFUETZENREUTER,S/N,COSTA E SILVA;-7,973081;-34,834004;Vivo;Acquired;Y;Rooftop;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:44;;46.9;4;N;Mastil;N;E-MAIL;;;;;;;;;;;;;;X;;442400764
8215;C;Active;;Turvo;RUA SENADOR NEREU RAMOS,628,CENTRO;-8,01459197;-34,85028802;Tim;Acquired;Y;Rooftop;Tower;;;04/29/2015;29/04/2015;;19/10/2015 22:21;;;4;N;Mastil;N;CARTA EM MÃOS;;;;;;;;;;;;;X;;;442400810
8216;D;Active;;Balneário Camboriú;AVENIDA ATLANTICA,3030,CENTRO;-7,99661192;-34,89822918;Telefonica Brasil S.A;Acquired;Y;Wireless;Tower;;;06/30/2012;30/06/2012;;19/10/2015 20:44;0;38;38;N;Self Support;N;;0;;;;;;;;;;;;;X;;442402716
8217;C;Active;;Porto Belo;RUA ALCIDES CLAUDIO SCROTT ,S/N,Centro;-8,01335;-34,85979;Oi;Built;Y;Wireless;Tower;;10/24/2012;;24/10/2012;;19/10/2015 20:46;;;40;N;Self Support;N;CADEADO SEGREDO 1822;;;;;;;;X;;;;;X;;;517457580
8218;D;Active;;Florianópolis;RUA  JERONIMO COELHO,293,CENTRO;-7,997603;-34,840091;Vivo;Acquired;Y;Rooftop;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:44;45;48;3;N;Mastil;N;E-MAIL;45;;;;;;;;;;;;;X;;517457652
8219;C;Active;;Florianópolis;RUA MARIA S OLIVEIRA  ,S/N,Cachoeira do Bom Jesus;-8,0112586;-34,87445486;Tim;Acquired;Y;Wireless;Tower;;;04/29/2015;29/04/2015;;19/10/2015 22:08;;;48;N;Self Support;N;;;;;X;;;;X;;;;;X;;;517457687
8220;D;Active;;Palhoça;RUA  JOSE FERREIRA MACEDO SOBRINHO ,S/N,ALTO ARIRIU;-8,014171;-34,850151;Vivo;Acquired;Y;Rooftop;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:44;6;8;2;N;Mastil;N;E-MAIL;6;;;;;;X;;;;;;;;;517457725
8221;C;Active;;Jaguaruna;RUA B,S/N,ARROIO CORRENTE;-7,974392;-34,83959;Tim;Acquired;Y;Rooftop;Tower;;;04/29/2015;29/04/2015;;19/10/2015 22:24;;26.7;4;N;Mastil;N;CARTA EM MÃOS;;;;;;;;;;;;;X;;;534610366
8222;C;Active;;Balneário Camboriú;AVENIDA BRASIL,1950,CENTRO;-7,999035;-34,84129;Tim;Acquired;Y;Rooftop;Tower;;;09/30/2015;30/09/2015;;05/11/2015 09:59;24;28;4;N;Mastil;N;;24;;;;;;;;;;;;X;;;534767940
8223;C;Active;;São Bento do Sul;;-8,02792538;-34,86667704;Tim;Built;Y;Wireless;Tower;;07/31/2015;;31/07/2015;;19/10/2015 21:53;;40;40;N;Self Support;N;;;;;;;;;;;;;;X;;;598683429
8224;A;Active;;Três Barras;AVENIDA RIGESA,S/N,JOAO PAULO II;-7,75125646;-35,60307123;Oi;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:32;;;42.65;N;Self Support;N;Autorização CGS / CHAVE OI;;;;;;;;X;;;;;;X;;598683437
8225;C;Active;;Tubarão;Rua Nossa Senhora da Piedade,325,Centro;-7,76745;-35,5931466;Tim;Acquired;Y;Wireless;Tower;;;04/29/2015;29/04/2015;;19/10/2015 22:08;0;54;54;N;Self Support;N;;0;;;;;;;;;;;;X;;;598683666
8226;A;Active;;Brusque;LOTEAMENTO RESIDENCIAL VILLAGE, LT 8 - A,S/N,AGUAS CLARAS;-7,75042313;-35,59501561;Oi;Acquired;N;Wireless;Tower;;;11/19/2014;19/11/2014;Reallocation;19/10/2015 21:32;;;24;N;Self Support;N;Autorização Regional Oi/CGS;;;;;;;;;;;;;;;;598683801
8227;C;Active;;Brusque;Avenida 1° de maio,1283,PRIMEIRO DE MAIO;-7,73555556;-35,60944444;Tim;Acquired;Y;Wireless;Tower;;;09/30/2015;30/09/2015;;05/11/2015 09:59;;;40;N;Self Support;N;;;;;;;;;;;;;;X;;;598683810
8228;A;Active;;Bombinhas;RUA MERGULHÃO PESCADOR,S/N,BOMBAS;-7,65820035;-35,56612644;Oi;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:32;;;25;N;Self Support;N;Autorização Regional Oi/CGS;;;;;;;;X;;;;;;;;622927299
8229;C;Active;;Chapecó;RUA  PLINIO ARLINDO DE NESS,S/N,LIDER;-8,02219444;-40,44652777;Tim;Built;Y;Wireless;Tower;;07/19/2016;;19/07/2016;;27/04/2016 16:34;0;70;70;;Self Support;;;0;;;;;;;;;;;;X;;;622927760
8230;A;Active;;Tijucas;RODOVIA BR 101 KM 163,S/N,INDUSTRIAL;-7,81236461;-40,17115978;Oi;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:31;;;60;N;Self Support;N;Autorização Regional Oi/CGS;;;;;;;;X;;;;;;;;622927850
8231;C;Active;;Florianópolis;RODOVIA DOUTOR ANTONIO LUIZ MOURA GONZAGA,2764,RIO TAVARES;-7,892756;-40,092392;Tim;Acquired;Y;Wireless;Tower;;;04/29/2015;29/04/2015;;19/10/2015 22:08;;;40;N;Self Support;N;;;;;;;;;;;;;;X;;;622927892
8232;A;Active;;Nova Trento;RUA JOSE BATTISTI ARCHER,S/N,SALTO;-7,84319817;-40,10115931;Oi;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:31;0;69.4;69.4;N;Self Support;N;Autorização Regional Oi/CGS;0;;;;;;;X;;;;;X;;;637099800
8233;C;Active;;Blumenau;RUA ITAJAI  ,S/N,VORSTADT;-7,881991;-40,080873;Tim;Acquired;Y;Wireless;Tower;;;06/09/2016;09/06/2016;;07/07/2016 15:03;0;47.03;47.03;;Self Support;;;0;;;;;;;;;;;;X;;;641052103
8234;A;Active;;Imbituba;RODOVIA SC 434  (ESTRADA GERAL DE ARAÇATUBA) KM 14,S/N,RODOVIA;-7,882317;-40,082379;Oi;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:31;;;25;N;Self Support;N;Autorização Regional Oi/CGS;;;;;;;;X;;;;;;;;641054734
8235;A;Active;;Maracajá;RODOVIA BR 101,S/N,VERDINHO;-8,00431007;-40,29116077;Oi;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:31;;;50;N;Self Support;N;Autorização Regional Oi/CGS;;;;;;;;X;;;;;;;;641054998
8236;A;Active;;Orleans;ESTRADA SC 438,S/N,TAIPA;-7,95625417;-40,37421687;Oi;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:32;;;40;N;Self Support;N;Autorização Regional Oi/CGS;;;;;;;;X;;;;;;;;641103387
8237;C;Active;;Luzerna;RUA JOAO ZENNI,S/N,CENTRO;-8,7668183;-35,61751653;Tim;Acquired;Y;Wireless;Tower;;;04/29/2015;29/04/2015;;19/10/2015 22:08;;;72;N;Self Support;N;;;;;;;;;;;;;;X;;;641173148
8238;C;Active;;Joinville;RUA SAO LEOPOLDO,S/N,BOA VISTA;-8,69111111;-35,58861111;Tim;Acquired;Y;Wireless;Tower;;;09/30/2015;30/09/2015;;05/11/2015 09:59;0;72;72;N;Self Support;N;;0;;;;;;;X;;;;;X;X;;674665910
8239;C;In Development;;Ilhota;BR-470, KM 16,S/N,ILHOTA CAIEIRAS;-8,66238888;-35,57605555;Tim;Built;Y;Wireless;Tower;;;;;;13/01/2017 13:58;;;60;;Self Support;;;;;;;;;;;;;;;X;;;682660957
8240;E;Active;;São Francisco do Sul;RUA PORTO ALEGRE,2615,PRAINHA;-8,68820672;-35,60418304;BR Towers;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:27;;;50;N;Self Support;N;Cadeado Segredo 2709;;;;;;;;X;;;;;;;;682661007
8241;D;Active;;Joinville;RUA  OTTO BOEHM,525,AMERICA;-8,67524996;-35,59050606;Telefonica Brasil S.A;Acquired;Y;Wireless;Tower;;;06/30/2012;30/06/2012;;19/10/2015 20:44;0;71.5;71.5;N;Self Support;Y;;0;;;;;;;X;;;;;X;X;;682890278
8242;A;Active;;Joinville;RUA VERONI GRACIANO,S/N,COSTA E SILVA;-8,67542888;-35,585294;Oi;Acquired;N;Wireless;Tower;;;11/19/2014;19/11/2014;Reallocation;19/10/2015 21:31;0;30;30;N;Self Support;N;Autorização CGS / CHAVE OI;0;;;;;;;;;;;;;;;682890308
8243;C;Active;;São Carlos;RUA ANITA GARIBALDI,S/N,CENTRO;-9,00418029;-36,32399418;Oi;Built;Y;Wireless;Tower;;08/26/2008;;26/08/2008;;19/10/2015 19:57;0;50;50;N;Self Support;N;CADEADO MULTLOCK PADRÃO ATC.;0;;;;;;;X;;;;;;;;683002368
8244;A;Active;;Blumenau;RUA HERMAN HERING,1790,BOM RETIRO;-8,6012614;-36,04613069;Oi;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:31;0;29;29;N;Self Support;N;Autorização Regional Oi/CGS;0;;;;;;;X;;;;;;;;683168991
8245;B;Active;;Jaguaruna;RUA LAGUNA,S/N,CAMACHO;-8,67131742;-35,99629705;Telefonica Brasil S.A;Acquired;Y;Wireless;Tower;;;03/01/2011;01/03/2011;;19/10/2015 20:31;0;71;71;N;Self Support;N;CADEADO MULTLOCK PADRÃO ATC.;0;;X;;;;;;;;;;;X;;683513869
8246;C;Active;;São José;RUA DOMINGOS ANDRÉ ZANINI,277,BARREIROS;-8,67015074;-36,01474163;Tim;Acquired;Y;Wireless;Tower;;;04/29/2015;29/04/2015;;19/10/2015 22:08;;;50;N;Self Support;N;;;;;;;;;;;;;;X;;;683716085
8247;C;Active;;São Francisco do Sul;RODOVIA BR 289,S/N,MORRO GRANDE;-8,71167598;-36,02707508;Tim;Built;Y;Wireless;Tower;;07/22/2011;;22/07/2011;;19/10/2015 20:33;;;40;N;Self Support;N;CADEADO SEGREDO 1822;;;;;;;;;;;;;X;;;683929259
8248;A;Active;;Itapoá;RUA 1700,S/N,BALNEÁRIO PRINCESA DO MAR;-8,71820654;-36,06418648;Oi;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:31;;;24;N;Self Support;N;Autorização Regional Oi/CGS;;;;;;;;X;;;;;;;;684372177
8249;A;Active;;Guaramirim;RUA 28 DE AGOSTO,S/N,MORRO DA SANTA;-8,66431737;-36,00613045;Oi;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:31;;;40;N;Self Support;N;Autorização Regional Oi/CGS;;;;;;;;X;;;;;;;;684548321
8250;A;Active;;Urussanga;RODOVIA GENESIO MAZON KM 3,S/N,SAO PEDRO;-8,65820615;-36,10418672;Oi;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:31;;;40;N;Self Support;N;Autorização Regional Oi/CGS;;;;;;;;X;;;;;;;;684677253
8251;C;Active;;Ponte Serrada;ESTRADA PARA TRÊS LAGOAS,S/N,MORRO;-8,92376287;-36,66002437;Telefonica Brasil S.A;Built;Y;Wireless;Tower;;02/25/2009;;25/02/2009;;19/10/2015 19:55;0;60;60;N;Self Support;N;CADEADO SEGREDO 1822;0;;;;;;;;;;;;;X;;684798514
8252;C;Active;;Bombinhas;RUA CARNAUBA, LOTE 15 QUADRA 05,S/N,CANTO GRANDE;-8,09347782;-39,57948918;Tim;Acquired;Y;Wireless;Tower;;;04/29/2015;29/04/2015;;19/10/2015 22:08;;;60;N;Self Support;N;;;;;;;;;;;;;;X;;;684818027
8253;A;Active;;Santa Cecília;RUA MATIAS FERREIRA DOS SANTOS,S/N,CENTRO;-8,01431373;-35,50223733;Oi;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:31;;;35;N;Self Support;N;Autorização Regional Oi/CGS;;;;;;;;X;;;;;;;;684954303
8254;C;Active;;Monte Carlo;RUA PRIMO DANIEL,S/N,RODOVIA;-7,974972;-35,577917;Tim;Acquired;Y;Wireless;Tower;;;12/20/2016;20/12/2016;;27/12/2016 13:44;0;60;60;;Self Support;;;0;;;;;;;;;;;;X;;;684954320
8255;A;Active;;Faxinal dos Guedes;RUA SÃO PEDRO,S/N,MORRO;-7,98125792;-35,58001566;Oi;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:31;;;36;N;Self Support;N;Autorização CGS / CHAVE OI;;;;;;;;X;;;;;X;;;684954397
8256;A;Active;;Catanduvas;RUA ALVÍCIO ATZ,S/N,CIDADE JARDIM;-7,94820218;-35,54529316;Oi;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:31;;;40;N;Self Support;N;Autorização Regional Oi/CGS;;;;;;;;X;;;;;;;;684954427
8257;C;Active;;Campo Erê;RUA DONA TEREZINHA,S/N,CENTRO;-7,90181326;-35,16779031;Vivo;Built;Y;Wireless;Tower;;09/22/2015;;22/09/2015;;19/10/2015 22:27;;60;60;N;Self Support;N;;;;;;;;;;;;;;;X;;684954478
8258;C;Active;;Florianópolis;RUA DO CALAFATE ,113,PANTANAL;-7,90217395;-35,06471954;Tim;Acquired;Y;Wireless;Tower;;;04/29/2015;29/04/2015;;19/10/2015 22:08;;;50;N;Self Support;N;;;;;;;;;;;;;;X;;;684954486
8259;D;Active;;Balneário Camboriú;TORRE DE RADIO NO ALTO DO MORRO DA RODOVIA INTERPRAIAS,S/N,PRAIA DO PINHO;-7,91859115;-35,16666532;Telefonica Brasil S.A;Acquired;Y;Wireless;Tower;;;03/30/2012;30/03/2012;;19/10/2015 20:38;;;50;N;Monopole;N;;;;;;;;;X;;;;;;X;;685042928
8260;C;Active;;Joinville;RUA ESMIRNA ,210,PARANAGUAMIRIM;-7,94709136;-35,11528995;Tim;Acquired;Y;Wireless;Tower;;;04/29/2015;29/04/2015;;19/10/2015 22:08;;;54;N;Self Support;N;;;;;;;;;;;;;;X;;;685042936
8261;D;Active;;Campo Alegre;AVENIDA GETULIO VARGAS,S/N,PARAISO VERDE;-7,92892456;-35,14130403;Telefonica Brasil S.A;Acquired;Y;Wireless;Tower;;;03/30/2012;30/03/2012;;19/10/2015 20:38;;;60;N;Self Support;N;;;;;;;;;;;;;;;X;;685045765
8262;C;Active;;Pomerode;RUA XV DE NOVEMBRO ,10522,TESTO CENTRAL;-7,91416667;-35,04611111;Tim;Acquired;Y;Wireless;Tower;;;09/30/2015;30/09/2015;;05/11/2015 09:59;;;60;N;Self Support;N;;;;;;;;;;;;;;X;;;686151364
8263;E;Active;;Sangão;RODOVIA SC 443,S/N,RODOVIA;-7,90598018;-34,84223233;Nextel;Acquired;Y;Wireless;Tower;;;12/06/2013;06/12/2013;;19/10/2015 20:53;0;50;50;N;Self Support;N;CADEADO MULTLOCK PADRÃO ATC.;0;;;;;;;;;;;;;;;686151372
8264;C;Active;;São José do Cedro;ESTRADA GERAL,S/N,LINHA SAO JOAO;-7,94801096;-34,90519672;Oi;Built;Y;Wireless;Tower;;07/28/2008;;28/07/2008;;19/10/2015 19:57;0;41;41;N;Self Support;N;CADEADO SEGREDO 1822;0;;X;;;;;X;;;;;;;;686151453
8265;C;Active;;Cunha Porã;AVENIDA DO COMERCIO,676,BELA VISTA;-7,94986934;-34,86001027;Telefonica Brasil S.A;Built;Y;Wireless;Tower;;10/20/2008;;20/10/2008;;19/10/2015 19:54;0;41;41;N;Self Support;N;CADEADO SEGREDO 1822;0;;;;;;;;;;;;;X;;686151461
8266;D;Active;;Joinville;RUA 9 DE MARÇO,S/N,CENTRO;-7,94153594;-34,87334369;Vivo;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:25;;;50;N;Self Support;N;Cadeado de segredo 2709;;;;;;;;;;;;;X;X;;686151470
8267;C;Active;;Corupá;MORRO DAS ANTENAS,S/N,MORRO;-7,90348018;-34,82584331;Tim;Acquired;Y;Rooftop;Tower;;;04/29/2015;29/04/2015;;19/10/2015 22:08;;;4;N;Mastil;N;CARTA EM MÃOS;;;;;;;;;;;;;X;;;686828038
8268;C;Active;;Ouro;RUA PRESIDENTE JUSCELINO,S/N,MORRO;-7,94026096;-34,83370451;Tim;Built;Y;Wireless;Tower;;07/27/2011;;27/07/2011;;19/10/2015 20:33;;;50;N;Self Support;N;CADEADO MULTLOCK PADRÃO ATC.;;;;;;;;;;;;;X;;;687215048
8269;C;Active;;Blumenau;RUA  JOSE REUTER ,SN,VELHA;-7,93444;-34,825;Tim;Acquired;Y;Wireless;Tower;;;04/29/2015;29/04/2015;;19/10/2015 22:08;;;30;N;Self Support;N;;;;X;;;;;;;;;;X;;;687449502
8270;C;Active;;Blumenau;RUA  FREDERICO JENSEN ,4498,ITOUPAVAZINHA;-7,9273692;-34,85195464;Tim;Acquired;Y;Wireless;Tower;;;04/29/2015;29/04/2015;;19/10/2015 22:21;;;60;N;Self Support;Y;MUL-T-LOCK TIM;;;X;X;;;X;X;;;;;X;X;;687449510
8271;C;Active;;Tubarão;AVENIDA  MARCOLINO MARTINS CABRAL ,1315,CENTRO;-7,87681334;-34,83417669;Tim;Acquired;Y;Wireless;Tower;;;04/29/2015;29/04/2015;;19/10/2015 22:21;;;36;N;Self Support;N;;;;;;;;X;;;;;;X;X;;687461790
8272;C;Active;;Brusque;RUA BOTUVERÁ,S/N,DOM JOAQUIM;-7,91042466;-34,84001009;Tim;Acquired;Y;Wireless;Tower;;;04/29/2015;29/04/2015;;19/10/2015 22:08;;;50;N;Self Support;N;;;;;;;;;;;;;;X;;;687461944
8273;C;Active;;Blumenau;RUA  CLARA PERSUHN ,215,ITOUPAVA SECA;-7,918611;-34,824722;Tim;Acquired;Y;Rooftop;Tower;;;06/09/2016;09/06/2016;;07/07/2016 15:03;;41.4;4;;Mastil;;;;;;;;;;;;;;;X;;;687597609
8274;A;Active;;São José;RUA  JOAO C. DA ROSA ,S/N,PRAIA COMPRIDA;-8,86320672;-36,94002638;Oi;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:31;;;30;N;Self Support;N;Autorização Regional Oi/CGS;;;;;;;;X;;;;;;;;687597978
